,subject_id,subject_id_ph1_df1,z_no_trust_df1,z_trust_df1,z_no_answer_df1,z_total_people_df1,Invalid_Domain_or_Sender_df1,Potent_Mal_Links_df1,Spelling_or_Grammar_df1,Appeal_to_Greed_df1,Appeal_to_Urgency_df1,Appeal_to_Authority_df1,Other_Phishy_Findings_df1,VeryTrustworthy_df1,Trustworthy_df1,Neither_Trust_df1,Untrustworthy_df1,VeryUntrustworthy_df1,VeryAppealing_df1,Appealing_df1,NeitherAppealing_df1,UnAppealing_df1,VeryUnAppealing_df1,malicious_df1,SensitivityRate_df1,VictimizationRate_df1,FalsePositiveRate_df1,SpecificityRate_df1,url_df1,if_malicious,malicious_guess,Present_Cue_Types_Guess,Website_Description,TrustWorthiness_Rating,Visual_Attractiveness_Rating,Comments,AISensitivityRate_df1,AIVictimizationRate_df1,AIFalsePositiveRate_df1,AISpecificityRate_df1,subject_id_ph1_df2,z_no_trust_df2,z_trust_df2,z_no_answer_df2,z_total_people_df2,Invalid_Domain_or_Sender_df2,Potent_Mal_Links_df2,Spelling_or_Grammar_df2,Appeal_to_Greed_df2,Appeal_to_Urgency_df2,Appeal_to_Authority_df2,Other_Phishy_Findings_df2,VeryTrustworthy_df2,Trustworthy_df2,Neither_Trust_df2,Untrustworthy_df2,VeryUntrustworthy_df2,VeryAppealing_df2,Appealing_df2,NeitherAppealing_df2,UnAppealing_df2,VeryUnAppealing_df2,malicious_df2,SensitivityRate_df2,VictimizationRate_df2,FalsePositiveRate_df2,SpecificityRate_df2,url_df2,maliciousness,Findings,Present Cue Types,Website Description,TrustWorthiness Rating,Visual Attractiveness Rating,response,AISensitivityRate_df2,AIVictimizationRate_df2,AIFalsePositiveRate_df2,AISpecificityRate_df2,AISensitivityRate,AIVictimizationRate,AIFalsePositiveRate,AISpecificityRate
1381,52844085,52844085,4,11,0,15,0,0,3,0,0,1,2,6,6,2,1,0,7,5,3,0,0,False,,,0.2666666666666666,0.7333333333333333,https://panoptes-uploads.zooniverse.org/production/subject_location/5c2ed197-6540-4aeb-8ad7-25239a97ba4a.jpeg,False,Nothing Phishy Here,,"The website appears to be a professional page for 'Smartline Personal Mortgage Advisers' with different navigational tabs such as 'Why Smartline', 'Calculators', 'News & Resources', and options for client engagement like 'Request callback', 'Find Adviser', and 'Client login'. The site also has a message related to COVID-19 support with an accompanying list of FAQs and a page view of mortgage advice with a clear call to action button.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a professional page for 'Smartline Personal Mortgage Advisers' with different navigational tabs such as 'Why Smartline', 'Calculators', 'News & Resources', and options for client engagement like 'Request callback', 'Find Adviser', and 'Client login'. The site also has a message related to COVID-19 support with an accompanying list of FAQs and a page view of mortgage advice with a clear call to action button."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52844085,4,11,0,15,0.0,0.0,3.0,0.0,0.0,1.0,2.0,6,6,2,1,0,7,5,3,0,0,False,,,0.2666666666666666,0.7333333333333333,https://panoptes-uploads.zooniverse.org/production/subject_location/5c2ed197-6540-4aeb-8ad7-25239a97ba4a.jpeg,False,Nothing Phishy Here,[],"A mortgage advisor's website. It has a banner mentioning COVID-19 and offers support, including a request callback and find advisor buttons.",Trustworthy,Visually Attractive or Appealing,"{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""A mortgage advisor's website. It has a banner mentioning COVID-19 and offers support, including a request callback and find advisor buttons."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
",,,0.0,1.0,,,0.0,2.0
1382,52844086,52844086,2,10,3,12,0,0,0,0,0,0,1,1,10,1,0,0,1,6,3,2,0,False,,,0.1666666666666666,0.8333333333333334,https://panoptes-uploads.zooniverse.org/production/subject_location/59a7730d-1fb9-4a5d-bb2e-8e7152da768e.jpeg,False,Nothing Phishy Here,,"The website appears to be a legitimate bank website with a clean design and professional appearance. It includes clear navigation options for personal and business banking, mortgages, and digital services along with contact information and an online banking login option. The website also provides information about the bank’s response to COVID-19.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a legitimate bank website with a clean design and professional appearance. It includes clear navigation options for personal and business banking, mortgages, and digital services along with contact information and an online banking login option. The website also provides information about the bank’s response to COVID-19."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52844086,2,10,3,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,10,1,0,0,1,6,3,2,0,False,,,0.1666666666666666,0.8333333333333334,https://panoptes-uploads.zooniverse.org/production/subject_location/59a7730d-1fb9-4a5d-bb2e-8e7152da768e.jpeg,False,Nothing Phishy Here,[],"This is a webpage for Leader Bank. It shows their logo, some information about the bank, and a call to action to learn more.",Trustworthy,Visually Attractive or Appealing,"{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""This is a webpage for Leader Bank. It shows their logo, some information about the bank, and a call to action to learn more."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}",,,0.0,1.0,,,0.0,2.0
1383,52844088,52844088,4,10,1,14,0,0,2,0,0,0,2,1,7,4,1,1,0,5,5,4,0,False,,,0.2857142857142857,0.7142857142857143,https://panoptes-uploads.zooniverse.org/production/subject_location/a9feae69-e49b-4f95-b76a-491c38b4a570.jpeg,False,Nothing Phishy Here,,"The website appears to be a professional site related to mortgage news in Canada. It has a clean layout with organized sections for news articles and advertisements, suggesting it is a legitimate resource for mortgage-related content.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a professional site related to mortgage news in Canada. It has a clean layout with organized sections for news articles and advertisements, suggesting it is a legitimate resource for mortgage-related content."",
  ""Trustworthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52844088,4,10,1,14,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1,7,4,1,1,0,5,5,4,0,False,,,0.2857142857142857,0.7142857142857143,https://panoptes-uploads.zooniverse.org/production/subject_location/a9feae69-e49b-4f95-b76a-491c38b4a570.jpeg,False,Nothing Phishy Here,[],A screenshot of a mortgage news website. ,Trustworthy,Neutral,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: A screenshot of a mortgage news website. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Neutral 
",,,0.0,1.0,,,0.0,2.0
1384,52844090,52844090,3,12,0,15,0,0,0,0,0,2,2,0,8,5,1,1,0,9,6,0,0,False,,,0.2,0.8,https://panoptes-uploads.zooniverse.org/production/subject_location/013587d5-c7f7-4cda-abc9-9d92b9fd7d82.jpeg,False,Nothing Phishy Here,,"The website appears to be a professional financial institution's site, with clean design and clearly structured information. It includes sections for personal, business, wealth, and advisors, as well as tools and advice, which are typical for such organizations.",Very Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a professional financial institution's site, with clean design and clearly structured information. It includes sections for personal, business, wealth, and advisors, as well as tools and advice, which are typical for such organizations."",
  ""TrustWorthiness Rating"": ""Very Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52844090,3,12,0,15,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,8,5,1,1,0,9,6,0,0,False,,,0.2,0.8,https://panoptes-uploads.zooniverse.org/production/subject_location/013587d5-c7f7-4cda-abc9-9d92b9fd7d82.jpeg,False,Nothing Phishy Here,[],"The image is a screenshot of the BlueShore Financial website. It has a banner at the top with links to Why BlueShore, About Us, Ways to Bank, Careers, Locations, Rates, and Contact Us. Below the banner, there is a search bar. The main section of the page is a call to action to ""Achieve Financial Wellness."" There are also links to Personal, Business, Wealth, Advisors, Tools & Advice, Online Banking, Memorized Accounts, and Other Accounts.",Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image is a screenshot of the BlueShore Financial website. It has a banner at the top with links to Why BlueShore, About Us, Ways to Bank, Careers, Locations, Rates, and Contact Us. Below the banner, there is a search bar. The main section of the page is a call to action to ""Achieve Financial Wellness."" There are also links to Personal, Business, Wealth, Advisors, Tools & Advice, Online Banking, Memorized Accounts, and Other Accounts.
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0,,,0.0,2.0
1385,52844092,52844092,1,14,0,15,0,0,1,0,0,0,1,1,11,3,0,0,1,11,3,0,0,False,,,0.066666667,0.9333333333333332,https://panoptes-uploads.zooniverse.org/production/subject_location/7b5a5242-ca47-47d6-91d7-4c1840061c72.jpeg,False,Nothing Phishy Here,,"The image displays a web page that seems to be from a mortgage company. It features a clean design, navigation menu, a secured site indicator (lock icon), and clear calls to action. The company offers a '21-day purchase guarantee' and promotes low rates for home loans.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image displays a web page that seems to be from a mortgage company. It features a clean design, navigation menu, a secured site indicator (lock icon), and clear calls to action. The company offers a '21-day purchase guarantee' and promotes low rates for home loans."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52844092,1,14,0,15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,11,3,0,0,1,11,3,0,0,False,,,0.0666666666666666,0.9333333333333332,https://panoptes-uploads.zooniverse.org/production/subject_location/7b5a5242-ca47-47d6-91d7-4c1840061c72.jpeg,False,Nothing Phishy Here,[],The image shows the homepage of total mortgage company offering low interest rates.,Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows the homepage of total mortgage company offering low interest rates.
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0,,,0.0,2.0
1386,52844093,52844093,0,15,0,15,0,0,0,0,0,0,0,0,11,3,1,0,0,6,8,1,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/a6adedc2-3a7f-4cd9-bd3e-82c8bd36e444.jpeg,False,Nothing Phishy Here,,"The website appears to be a professional mortgage services provider offering various mortgage products and containing contact information, licensing info, and navigational links.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a professional mortgage services provider offering various mortgage products and containing contact information, licensing info, and navigational links."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52844093,0,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,3,1,0,0,6,8,1,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/a6adedc2-3a7f-4cd9-bd3e-82c8bd36e444.jpeg,False,Nothing Phishy Here,[],"A website for Super Brokers, a mortgage brokerage.",Neutral,Neutral,"{
 ""Findings"": ""Nothing Phishy Here"",
 ""Present Cue Types"": [],
 ""Website Description"": ""A website for Super Brokers, a mortgage brokerage."",
 ""TrustWorthiness Rating"": ""Neutral"",
 ""Visual Attractiveness Rating"": ""Neutral""
}
",,,0.0,1.0,,,0.0,2.0
1387,52844095,52844095,1,13,1,14,0,0,0,0,0,0,4,0,3,4,4,3,0,0,1,1,12,False,,,0.071428571,0.9285714285714286,https://panoptes-uploads.zooniverse.org/production/subject_location/e6ca2bc5-6dc4-4bc1-ad3a-fb3a52e03f01.jpeg,False,Nothing Phishy Here,,"The website image appears to be a financial service related to mortgages, offering various informative resources such as a mortgage library, rate search, calculators, and directories for lenders and rates.",Neutral,Visually Unattractive or Unappealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website image appears to be a financial service related to mortgages, offering various informative resources such as a mortgage library, rate search, calculators, and directories for lenders and rates."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
```",,,0.0,1.0,52844095,1,13,1,14,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,3,4,4,3,0,0,1,1,12,False,,,0.0714285714285714,0.9285714285714286,https://panoptes-uploads.zooniverse.org/production/subject_location/e6ca2bc5-6dc4-4bc1-ad3a-fb3a52e03f01.jpeg,False,Nothing Phishy Here,[],"The image appears to be a screenshot of a website called ""Mortgage-X"". It seems to offer various mortgage-related services such as rate comparisons, loan information, and calculators. ",Trustworthy,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image appears to be a screenshot of a website called ""Mortgage-X"". It seems to offer various mortgage-related services such as rate comparisons, loan information, and calculators. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Unattractive or Unappealing 
",,,0.0,1.0,,,0.0,2.0
1388,52844097,52844097,5,10,0,15,1,0,0,0,0,1,3,0,1,9,5,0,0,0,9,6,0,False,,,0.3333333333333333,0.6666666666666666,https://panoptes-uploads.zooniverse.org/production/subject_location/548521a2-bf4a-418d-8322-ca5dad78db89.jpeg,False,Nothing Phishy Here,,"The image portrays a browser security check page commonly associated with Cloudflare, a legitimate service that provides DDoS protection and other security services for websites.",Trustworthy,Neutral,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image portrays a browser security check page commonly associated with Cloudflare, a legitimate service that provides DDoS protection and other security services for websites."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```",,,0.0,1.0,52844097,5,10,0,15,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0,1,9,5,0,0,0,9,6,0,False,,,0.3333333333333333,0.6666666666666666,https://panoptes-uploads.zooniverse.org/production/subject_location/548521a2-bf4a-418d-8322-ca5dad78db89.jpeg,False,Nothing Phishy Here,[],"This is a website security check, likely for DDoS protection.",Trustworthy,Neutral,"{
 ""Findings"": ""Nothing Phishy Here"",
 ""Present Cue Types"": [],
 ""Website Description"": ""This is a website security check, likely for DDoS protection."",
 ""TrustWorthiness Rating"": ""Trustworthy"",
 ""Visual Attractiveness Rating"": ""Neutral""
}
",,,0.0,1.0,,,0.0,2.0
1389,52844099,52844099,0,15,0,15,0,0,0,0,0,0,0,4,9,2,0,0,2,10,3,0,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/3e0fe418-6c6d-403d-8fe6-a1d9071617bb.jpeg,False,Nothing Phishy Here,,The website appears to be a professional and legitimate website for Fannie Mae offering information for different partners and individuals during uncertain times. It has a clear message of assistance and a design that aligns with what would be expected from a reputable organization.,Very Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a professional and legitimate website for Fannie Mae offering information for different partners and individuals during uncertain times. It has a clear message of assistance and a design that aligns with what would be expected from a reputable organization."",
  ""TrustWorthiness Rating"": ""Very Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52844099,0,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,2,0,0,2,10,3,0,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/3e0fe418-6c6d-403d-8fe6-a1d9071617bb.jpeg,False,Nothing Phishy Here,,This is a screenshot of the Fannie Mae homepage. ,Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: 
Website Description: This is a screenshot of the Fannie Mae homepage. 
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0,,,0.0,2.0
1390,52844100,52844100,0,15,0,15,0,0,0,0,0,0,0,0,9,6,0,0,0,2,10,3,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/3542a22e-9346-4d1a-92bc-a5c793256f95.jpeg,False,Nothing Phishy Here,,"The website appears to be a professional page for an organization called Farmer Mac. It has navigation tabs, a clear layout, and no obvious signs of poor spelling or grammar. The presence of security badges such as 'McAfee Secure' suggests a focus on user trust.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a professional page for an organization called Farmer Mac. It has navigation tabs, a clear layout, and no obvious signs of poor spelling or grammar. The presence of security badges such as 'McAfee Secure' suggests a focus on user trust."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52844100,0,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,6,0,0,0,2,10,3,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/3542a22e-9346-4d1a-92bc-a5c793256f95.jpeg,False,Nothing Phishy Here,[],"This is a screenshot of the Farmer Mac website's homepage. The prominent content on the page is titled ""Farmer Mac’s Statement on Racism.""",Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of the Farmer Mac website's homepage. The prominent content on the page is titled ""Farmer Mac’s Statement on Racism.""
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0,,,0.0,2.0
1391,52844102,52844102,4,11,0,15,0,0,0,0,0,3,3,1,5,5,3,1,1,7,5,1,1,False,,,0.2666666666666666,0.7333333333333333,https://panoptes-uploads.zooniverse.org/production/subject_location/dcd2493e-22f6-474d-97da-ca3bcc69309a.jpeg,False,Nothing Phishy Here,,"The website appears to be for 'XINNIX, The Mortgage Academy', showcasing their offerings with a focus on building talent in sales, operations, and leadership performance. It has navigation tabs, contact options, and a call to action to schedule a free consultation.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be for 'XINNIX, The Mortgage Academy', showcasing their offerings with a focus on building talent in sales, operations, and leadership performance. It has navigation tabs, contact options, and a call to action to schedule a free consultation."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52844102,4,11,0,15,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1,5,5,3,1,1,7,5,1,1,False,,,0.2666666666666666,0.7333333333333333,https://panoptes-uploads.zooniverse.org/production/subject_location/dcd2493e-22f6-474d-97da-ca3bcc69309a.jpeg,False,Nothing Phishy Here,[],"The image shows the homepage of XINNIX, The Mortgage Academy. They offer training in sales, operations, and leadership in the mortgage industry.",Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows the homepage of XINNIX, The Mortgage Academy. They offer training in sales, operations, and leadership in the mortgage industry.
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0,,,0.0,2.0
1392,52844103,52844103,3,12,0,15,0,0,4,0,0,0,3,2,9,4,0,0,2,9,2,2,0,False,,,0.2,0.8,https://panoptes-uploads.zooniverse.org/production/subject_location/862284d0-f117-4bc2-bb47-f24baf1c077a.jpeg,False,Nothing Phishy Here,,"The screenshot appears to be from the official website of Horizon Bank, featuring navigation options for personal, business, and investment services, along with a promotional banner for a financial product called 'Easy Save'. It also includes typical elements of a bank's website, such as online banking login options, location information, contact details, and social media links.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The screenshot appears to be from the official website of Horizon Bank, featuring navigation options for personal, business, and investment services, along with a promotional banner for a financial product called 'Easy Save'. It also includes typical elements of a bank's website, such as online banking login options, location information, contact details, and social media links."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52844103,3,12,0,15,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2,9,4,0,0,2,9,2,2,0,False,,,0.2,0.8,https://panoptes-uploads.zooniverse.org/production/subject_location/862284d0-f117-4bc2-bb47-f24baf1c077a.jpeg,False,Nothing Phishy Here,[],The image shows the homepage of Horizon Bank. ,Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows the homepage of Horizon Bank. 
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0,,,0.0,2.0
1393,52844105,52844105,3,12,0,15,0,0,0,0,0,0,2,1,7,6,1,0,0,5,7,3,0,False,,,0.2,0.8,https://panoptes-uploads.zooniverse.org/production/subject_location/a50bfcbc-9a49-4533-a70d-fa141f5c4f11.jpeg,False,Nothing Phishy Here,,"The website appears to be a legitimate resource providing various mortgage calculators. It has a clean design, refers to various types of calculators available, and states that the site has been around for over a decade, suggesting stability and reliability.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a legitimate resource providing various mortgage calculators. It has a clean design, refers to various types of calculators available, and states that the site has been around for over a decade, suggesting stability and reliability."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52844105,3,12,0,15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,7,6,1,0,0,5,7,3,0,False,,,0.2,0.8,https://panoptes-uploads.zooniverse.org/production/subject_location/a50bfcbc-9a49-4533-a70d-fa141f5c4f11.jpeg,False,Nothing Phishy Here,[],"A mortgage calculator website that offers different types of calculators to help users estimate their monthly payments, required income, and other mortgage-related calculations.",Trustworthy,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: A mortgage calculator website that offers different types of calculators to help users estimate their monthly payments, required income, and other mortgage-related calculations.
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Unattractive or Unappealing 
",,,0.0,1.0,,,0.0,2.0
1394,52844106,52844106,0,15,0,15,0,0,0,0,0,0,0,1,10,4,0,0,1,6,6,2,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/e10fc8ef-95f5-4367-848b-a97e8999b283.jpeg,False,Nothing Phishy Here,,"The website appears to be a legitimate page for Virginia Housing, formerly known as VHDA. It has a professional look, with clear navigation and an announcement about the organization's name change.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a legitimate page for Virginia Housing, formerly known as VHDA. It has a professional look, with clear navigation and an announcement about the organization's name change."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52844106,0,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,4,0,0,1,6,6,2,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/e10fc8ef-95f5-4367-848b-a97e8999b283.jpeg,False,Nothing Phishy Here,,"This is a legitimate website for Virginia Housing, a housing finance agency.  They help Virginians attain quality, affordable housing.",Very Trustworthy,Neutral,"Findings: Nothing Phishy Here
Present Cue Types: 
Website Description: This is a legitimate website for Virginia Housing, a housing finance agency.  They help Virginians attain quality, affordable housing.
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Neutral 
",,,0.0,1.0,,,0.0,2.0
1395,52844107,52844107,1,12,2,13,0,0,0,0,0,0,0,3,5,3,2,0,3,7,1,2,0,False,,,0.076923077,0.9230769230769232,https://panoptes-uploads.zooniverse.org/production/subject_location/034bf8ac-711c-4aa8-babf-4e0f5db46492.jpeg,False,Nothing Phishy Here,,"The website appears to be a professional mortgage-related resource offering information and services such as mortgage calculators, home loans, and mortgage brokers. The design layout seems consistent with a financial services information platform, including navigation for different types of information such as home loan guides and mortgage news.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a professional mortgage-related resource offering information and services such as mortgage calculators, home loans, and mortgage brokers. The design layout seems consistent with a financial services information platform, including navigation for different types of information such as home loan guides and mortgage news."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52844107,1,12,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,3,2,0,3,7,1,2,0,False,,,0.0769230769230769,0.9230769230769232,https://panoptes-uploads.zooniverse.org/production/subject_location/034bf8ac-711c-4aa8-babf-4e0f5db46492.jpeg,False,Nothing Phishy Here,[],"The image appears to be a screenshot of a website homepage for ""Your Mortgage"". It features a family smiling and walking towards the camera with text overlayed asking ""buy first and then sell or sell first, then buy?"". The website has tabs for a mortgage calculator, home loans, mortgage brokers, mortgage news, and a home loan guide. ",Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image appears to be a screenshot of a website homepage for ""Your Mortgage"". It features a family smiling and walking towards the camera with text overlayed asking ""buy first and then sell or sell first, then buy?"". The website has tabs for a mortgage calculator, home loans, mortgage brokers, mortgage news, and a home loan guide. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0,,,0.0,2.0
